Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,Yes,Non-Travel,1157,Research & Development,29,2,Other,1,1108,3,Male,34,4,5,Research Scientist,1,Married,3373,16784,4,Y,Yes,12,2,3,80,3,29,1,3,7,15,11,11
30,Yes,Non-Travel,513,Research & Development,28,1,Medical,1,1109,4,Female,40,3,3,Human Resources,1,Single,11399,15228,8,Y,Yes,24,2,3,80,1,39,5,3,13,18,1,12
36,Yes,Travel_Rarely,1286,Sales,16,1,Marketing,1,1110,2,Female,74,4,1,Sales Executive,2,Single,11063,15259,0,Y,Yes,20,2,1,80,1,7,0,1,9,19,13,1
59,Yes,Travel_Frequently,571,Human Resources,18,1,Other,1,1111,3,Male,68,3,5,Manufacturing Director,1,Single,9313,5950,4,Y,No,15,1,2,80,0,28,2,3,4,7,4,8
39,Yes,Travel_Rarely,702,Sales,26,1,Marketing,1,1112,3,Male,56,2,2,Research Scientist,3,Divorced,10519,7865,7,Y,Yes,18,3,2,80,2,37,5,1,18,5,4,7
55,Yes,Non-Travel,1381,Research & Development,4,2,Medical,1,1113,4,Male,64,1,5,Human Resources,2,Divorced,10964,9555,5,Y,Yes,23,3,3,80,3,14,1,1,16,17,10,0
44,Yes,Travel_Frequently,1310,Research & Development,17,4,Marketing,1,1114,3,Female,63,1,4,Sales Representative,4,Single,4901,2108,0,Y,Yes,10,4,4,80,0,10,1,2,14,5,13,11
46,No,Travel_Frequently,124,Human Resources,15,2,Marketing,1,1115,4,Male,85,2,5,Manufacturing Director,3,Divorced,2151,4677,4,Y,No,14,1,2,80,1,11,3,2,25,13,1,13
50,No,Travel_Frequently,393,Sales,9,4,Technical Degree,1,1116,1,Female,59,1,4,Healthcare Representative,2,Divorced,9292,10518,0,Y,No,21,4,4,80,1,34,4,3,10,12,14,12
49,Yes,Non-Travel,362,Human Resources,28,3,Technical Degree,1,1117,3,Male,84,2,5,Laboratory Technician,3,Single,3164,17907,2,Y,Yes,12,3,1,80,3,10,5,1,21,5,2,5
47,No,Travel_Rarely,311,Sales,27,3,Marketing,1,1118,3,Male,68,3,4,Manager,1,Divorced,9972,12808,8,Y,Yes,18,4,4,80,1,26,2,4,15,9,8,7
54,Yes,Travel_Frequently,968,Sales,19,3,Medical,1,1119,4,Female,96,4,2,Human Resources,4,Married,14915,15029,4,Y,No,21,2,3,80,1,22,4,2,19,6,8,14
44,No,Travel_Frequently,516,Research & Development,25,3,Medical,1,1120,3,Male,90,1,1,Sales Executive,3,Divorced,17305,9364,7,Y,No,19,3,3,80,3,32,1,2,22,0,11,4
57,Yes,Travel_Frequently,1053,Research & Development,11,4,Life Sciences,1,1121,2,Male,32,1,4,Research Scientist,4,Married,2585,20642,0,Y,No,19,3,2,80,3,23,3,4,5,0,1,11
30,No,Non-Travel,1285,Sales,27,4,Marketing,1,1122,1,Female,90,2,1,Research Scientist,2,Married,7915,2675,1,Y,No,16,4,1,80,0,22,4,2,14,10,9,11
37,Yes,Non-Travel,349,Sales,14,2,Other,1,1123,3,Male,99,1,5,Healthcare Representative,4,Single,14087,2824,0,Y,Yes,16,3,2,80,2,6,2,2,21,9,10,7
18,Yes,Non-Travel,1047,Research & Development,19,2,Technical Degree,1,1124,3,Female,92,4,1,Laboratory Technician,4,Married,17779,19741,2,Y,No,17,1,3,80,0,22,1,1,26,11,6,2
36,No,Travel_Rarely,229,Research & Development,3,2,Medical,1,1125,1,Female,50,3,5,Manufacturing Director,4,Married,19113,19892,2,Y,Yes,24,3,3,80,0,9,2,2,2,6,8,5
33,Yes,Non-Travel,334,Research & Development,16,2,Other,1,1126,2,Male,88,1,3,Sales Executive,1,Single,10838,5338,2,Y,No,12,1,1,80,2,26,0,2,25,2,11,0
37,No,Non-Travel,1349,Human Resources,2,2,Life Sciences,1,1127,1,Female,84,4,5,Laboratory Technician,1,Married,4463,9428,4,Y,No,17,1,3,80,3,1,2,4,9,5,10,0
58,No,Non-Travel,575,Human Resources,21,1,Other,1,1128,3,Male,90,2,3,Research Scientist,1,Married,16201,6781,9,Y,No,24,4,4,80,1,27,0,1,11,2,3,2
38,No,Non-Travel,968,Sales,21,3,Other,1,1129,4,Male,85,3,1,Research Scientist,2,Divorced,11333,13381,4,Y,No,12,1,1,80,1,1,5,2,13,18,6,9
58,Yes,Travel_Rarely,461,Human Resources,20,2,Medical,1,1130,3,Female,76,3,4,Laboratory Technician,1,Married,6038,18636,3,Y,No,19,3,4,80,0,19,1,3,19,9,11,3
24,Yes,Non-Travel,1065,Sales,14,2,Other,1,1131,2,Male,96,3,1,Human Resources,1,Single,6852,15814,0,Y,No,15,2,4,80,3,23,5,4,9,7,9,3
42,No,Non-Travel,1130,Research & Development,29,4,Other,1,1132,2,Female,58,4,3,Manufacturing Director,4,Married,17698,14798,9,Y,No,10,4,2,80,2,7,1,1,25,10,5,4
49,Yes,Travel_Frequently,712,Sales,19,4,Technical Degree,1,1133,4,Female,87,4,3,Human Resources,1,Single,4752,10192,4,Y,No,21,2,2,80,3,31,0,3,19,16,14,4
52,Yes,Travel_Frequently,622,Research & Development,27,3,Life Sciences,1,1134,3,Male,73,2,4,Sales Representative,3,Married,1825,7800,3,Y,Yes,11,2,2,80,0,18,4,3,27,6,8,7
46,No,Travel_Rarely,471,Research & Development,10,3,Marketing,1,1135,3,Female,78,3,4,Laboratory Technician,1,Single,3168,21125,1,Y,Yes,22,1,3,80,2,39,4,3,26,9,0,11
32,Yes,Non-Travel,1254,Human Resources,9,3,Technical Degree,1,1136,3,Female,65,4,5,Sales Executive,4,Single,4882,8111,0,Y,Yes,22,3,2,80,2,12,2,2,28,0,13,8
35,No,Travel_Rarely,920,Sales,21,4,Life Sciences,1,1137,4,Female,35,1,3,Healthcare Representative,4,Single,6798,7219,4,Y,Yes,20,2,2,80,0,28,0,2,7,1,0,2
31,No,Travel_Rarely,1137,Human Resources,9,1,Medical,1,1138,2,Female,34,4,4,Healthcare Representative,3,Single,1369,4995,5,Y,No,19,4,3,80,1,1,5,3,14,17,9,13
47,Yes,Non-Travel,1364,Sales,3,3,Technical Degree,1,1139,2,Male,61,3,3,Laboratory Technician,4,Married,11265,8734,9,Y,Yes,11,3,1,80,1,8,1,3,13,17,0,2
52,No,Non-Travel,1033,Human Resources,9,2,Other,1,1140,1,Female,64,2,3,Research Scientist,4,Divorced,10109,19661,9,Y,Yes,21,4,4,80,3,2,3,3,23,2,11,1
43,No,Travel_Frequently,754,Research & Development,3,2,Technical Degree,1,1141,3,Male,68,2,4,Sales Representative,2,Single,9352,20783,3,Y,No,22,3,4,80,3,23,4,2,1,9,6,7
48,Yes,Travel_Frequently,1241,Research & Development,21,2,Life Sciences,1,1142,1,Female,72,2,2,Sales Representative,2,Divorced,16739,12687,1,Y,Yes,11,2,1,80,3,28,3,4,7,14,11,2
58,No,Non-Travel,606,Sales,21,2,Technical Degree,1,1143,3,Female,96,2,2,Manufacturing Director,1,Married,13812,21868,9,Y,No,22,2,4,80,2,39,2,3,5,0,10,5
34,Yes,Travel_Frequently,1340,Sales,9,1,Other,1,1144,3,Female,68,3,4,Research Scientist,1,Single,15141,10746,1,Y,Yes,24,1,2,80,3,17,1,4,25,9,1,8
40,No,Non-Travel,603,Research & Development,4,4,Marketing,1,1145,3,Female,37,1,4,Sales Representative,1,Divorced,5920,7896,0,Y,Yes,14,3,2,80,2,13,2,4,17,15,8,0
59,Yes,Travel_Rarely,1471,Human Resources,15,2,Medical,1,1146,1,Male,64,1,4,Healthcare Representative,2,Single,10274,20694,1,Y,Yes,20,4,4,80,0,37,1,3,1,7,12,10
18,No,Travel_Frequently,460,Research & Development,27,4,Medical,1,1147,2,Male,78,2,3,Laboratory Technician,3,Single,4971,20885,6,Y,Yes,18,2,4,80,1,31,2,3,12,1,4,9
43,Yes,Travel_Rarely,986,Human Resources,17,1,Medical,1,1148,2,Female,55,4,3,Healthcare Representative,2,Married,9272,24787,2,Y,Yes,13,2,1,80,2,10,4,1,26,18,0,14
46,Yes,Travel_Frequently,1436,Human Resources,16,2,Medical,1,1149,2,Male,68,1,1,Research Scientist,4,Divorced,15052,17109,7,Y,No,17,1,2,80,2,15,2,2,27,9,0,0
24,No,Travel_Frequently,1392,Sales,27,2,Other,1,1150,2,Male,94,2,4,Manufacturing Director,4,Divorced,3531,16808,2,Y,Yes,17,1,1,80,0,24,3,2,21,15,14,6
41,Yes,Travel_Rarely,1096,Human Resources,17,2,Marketing,1,1151,1,Female,89,2,4,Sales Representative,3,Single,12898,22337,0,Y,Yes,22,3,2,80,3,31,5,2,20,13,0,11
37,No,Travel_Rarely,107,Sales,28,4,Other,1,1152,1,Female,80,4,1,Human Resources,4,Single,17640,12762,6,Y,No,22,3,3,80,2,36,1,2,23,4,1,14
57,Yes,Non-Travel,829,Sales,19,3,Technical Degree,1,1153,1,Male,73,2,4,Manufacturing Director,1,Married,9319,3959,5,Y,Yes,19,1,2,80,1,3,4,1,8,5,13,10
48,No,Non-Travel,904,Research & Development,29,1,Other,1,1154,4,Male,48,2,3,Sales Executive,1,Divorced,6448,16407,2,Y,Yes,23,1,4,80,2,19,5,3,28,4,8,2
31,No,Travel_Rarely,721,Sales,1,4,Life Sciences,1,1155,3,Male,44,2,5,Human Resources,2,Married,2198,5190,6,Y,No,17,4,3,80,2,1,0,3,28,19,1,13
56,No,Non-Travel,1115,Sales,1,1,Technical Degree,1,1156,2,Female,84,2,3,Sales Representative,1,Married,13712,9744,6,Y,Yes,21,1,3,80,0,17,4,4,24,8,12,1
32,No,Non-Travel,218,Research & Development,18,4,Medical,1,1157,1,Male,61,4,3,Research Scientist,2,Married,19365,23829,9,Y,No,23,3,3,80,3,38,3,3,27,15,2,3
28,No,Non-Travel,976,Sales,19,4,Medical,1,1158,1,Female,72,3,2,Sales Representative,1,Married,11902,16955,5,Y,No,20,2,2,80,2,3,4,3,22,15,3,4
52,Yes,Non-Travel,544,Human Resources,7,2,Medical,1,1159,2,Female,80,2,3,Sales Executive,1,Single,9345,13474,3,Y,Yes,23,3,3,80,1,13,4,2,27,6,10,10
57,No,Non-Travel,524,Sales,18,4,Other,1,1160,4,Male,56,4,4,Sales Executive,1,Divorced,11720,2564,1,Y,No,20,1,2,80,0,32,2,4,21,18,7,12
56,Yes,Non-Travel,977,Sales,11,1,Other,1,1161,3,Female,42,4,4,Manufacturing Director,2,Divorced,19314,20576,9,Y,Yes,16,2,2,80,2,31,1,4,20,3,12,5
58,Yes,Travel_Frequently,978,Human Resources,25,2,Technical Degree,1,1162,3,Female,53,3,4,Sales Representative,3,Single,10153,22915,9,Y,Yes,15,3,3,80,0,38,2,4,21,13,2,12
53,No,Non-Travel,570,Human Resources,20,1,Technical Degree,1,1163,4,Female,93,3,1,Manager,2,Divorced,8576,22079,7,Y,Yes,12,3,1,80,1,14,3,1,1,11,7,14
54,Yes,Non-Travel,152,Sales,17,1,Medical,1,1164,3,Male,65,3,5,Manufacturing Director,3,Married,11054,2462,8,Y,No,12,1,1,80,0,29,1,1,8,0,13,11
22,No,Travel_Rarely,1003,Human Resources,29,2,Life Sciences,1,1165,2,Male,39,2,3,Sales Representative,2,Divorced,5967,12678,8,Y,No,17,2,4,80,3,13,0,2,25,13,2,14
50,Yes,Travel_Frequently,608,Research & Development,20,4,Medical,1,1166,4,Male,82,4,4,Laboratory Technician,3,Single,19473,18986,9,Y,Yes,17,1,4,80,0,1,1,3,0,6,3,1
49,Yes,Travel_Frequently,655,Human Resources,18,2,Marketing,1,1167,4,Male,64,4,1,Sales Executive,1,Single,17019,7700,6,Y,Yes,13,2,3,80,0,12,0,2,19,5,8,14
57,Yes,Non-Travel,1192,Research & Development,22,4,Medical,1,1168,3,Male,78,1,3,Healthcare Representative,4,Married,13958,11114,3,Y,No,21,2,3,80,0,19,5,2,23,0,9,9
25,Yes,Travel_Frequently,236,Human Resources,10,3,Other,1,1169,3,Female,81,4,5,Laboratory Technician,2,Divorced,10839,10906,7,Y,No,15,2,3,80,1,19,1,3,10,18,11,6
37,No,Travel_Frequently,921,Sales,6,2,Marketing,1,1170,1,Female,79,2,5,Human Resources,2,Single,9669,2672,3,Y,Yes,22,4,2,80,3,20,1,1,21,15,13,5
36,Yes,Travel_Rarely,1182,Human Resources,1,4,Medical,1,1171,2,Male,36,1,5,Healthcare Representative,1,Divorced,12967,14408,9,Y,Yes,23,2,3,80,1,36,0,3,28,15,11,3
46,No,Non-Travel,527,Research & Development,8,4,Medical,1,1172,2,Female,76,3,3,Manager,4,Married,1205,5267,4,Y,Yes,12,1,1,80,3,32,3,1,29,3,0,0
32,No,Non-Travel,1095,Human Resources,1,2,Other,1,1173,1,Male,33,2,1,Manufacturing Director,3,Married,16241,2311,9,Y,Yes,18,1,1,80,2,29,3,3,6,16,7,14
31,Yes,Travel_Frequently,1155,Human Resources,26,3,Other,1,1174,4,Female,88,1,3,Healthcare Representative,3,Single,16754,10576,9,Y,Yes,12,4,3,80,3,21,0,4,22,17,10,12
57,No,Travel_Frequently,163,Human Resources,11,1,Marketing,1,1175,3,Male,62,1,3,Laboratory Technician,2,Divorced,18683,6939,6,Y,Yes,24,1,1,80,2,4,3,1,2,12,9,0
28,No,Travel_Frequently,626,Sales,16,2,Life Sciences,1,1176,2,Female,35,4,2,Human Resources,3,Divorced,11860,8155,3,Y,Yes,14,4,1,80,1,38,0,4,0,11,6,2
38,Yes,Non-Travel,1090,Sales,26,1,Medical,1,1177,1,Male,37,4,2,Manager,1,Divorced,18423,20416,5,Y,Yes,17,3,2,80,0,20,1,1,18,9,5,4
25,Yes,Non-Travel,738,Human Resources,9,4,Life Sciences,1,1178,3,Male,54,4,2,Sales Executive,2,Married,5627,21280,9,Y,Yes,11,3,3,80,2,4,3,3,12,19,0,7
18,Yes,Travel_Frequently,349,Sales,11,3,Marketing,1,1179,2,Male,72,4,3,Healthcare Representative,1,Divorced,14186,9714,4,Y,No,16,1,1,80,3,4,4,4,16,5,3,13
33,No,Non-Travel,721,Human Resources,16,2,Technical Degree,1,1180,4,Female,46,2,2,Sales Executive,2,Divorced,15063,4576,4,Y,Yes,14,4,1,80,3,11,1,3,14,1,4,13
57,No,Travel_Rarely,1155,Research & Development,21,4,Life Sciences,1,1181,1,Male,90,3,5,Manager,3,Married,15635,4648,0,Y,No,19,4,4,80,3,4,3,3,15,7,14,2
55,No,Travel_Frequently,782,Research & Development,21,2,Technical Degree,1,1182,2,Male,58,4,1,Sales Executive,2,Divorced,3204,8830,7,Y,Yes,14,1,3,80,0,33,4,3,1,0,2,9
57,No,Non-Travel,758,Research & Development,26,3,Life Sciences,1,1183,1,Male,57,4,1,Manager,1,Married,9482,8327,8,Y,Yes,14,3,1,80,3,11,3,1,25,1,4,9
52,No,Travel_Rarely,293,Sales,24,1,Marketing,1,1184,2,Male,59,2,5,Research Scientist,3,Single,13573,2253,0,Y,Yes,13,4,4,80,1,14,2,2,17,13,11,5
58,Yes,Non-Travel,237,Human Resources,2,2,Life Sciences,1,1185,3,Female,75,2,2,Sales Representative,4,Single,12511,11709,0,Y,No,22,4,1,80,1,32,2,3,17,4,2,9
46,Yes,Non-Travel,1013,Sales,18,2,Marketing,1,1186,4,Female,82,2,4,Sales Representative,2,Single,9527,17021,2,Y,No,17,3,3,80,1,33,0,3,1,9,12,9
46,Yes,Travel_Rarely,194,Sales,27,1,Technical Degree,1,1187,2,Female,38,2,4,Healthcare Representative,1,Divorced,4058,5134,8,Y,Yes,11,4,3,80,2,5,4,1,14,2,9,8
28,Yes,Non-Travel,851,Sales,23,2,Medical,1,1188,2,Female,59,4,2,Laboratory Technician,2,Divorced,5924,19928,6,Y,No,15,2,4,80,1,35,4,1,1,0,0,3
23,Yes,Travel_Rarely,318,Human Resources,28,1,Technical Degree,1,1189,1,Male,76,4,4,Sales Representative,2,Single,4336,17334,1,Y,No,17,2,4,80,0,11,0,1,9,6,14,9
35,Yes,Travel_Frequently,963,Research & Development,10,2,Life Sciences,1,1190,2,Female,96,2,5,Sales Representative,4,Single,18398,20541,3,Y,No,19,2,3,80,3,35,1,1,7,9,4,4
20,No,Travel_Frequently,489,Research & Development,4,4,Medical,1,1191,4,Female,47,4,2,Manager,2,Married,12176,19054,8,Y,No,16,4,4,80,1,10,4,4,29,19,3,7
46,Yes,Travel_Rarely,363,Research & Development,23,1,Medical,1,1192,2,Male,75,1,1,Human Resources,4,Divorced,7099,18634,3,Y,Yes,16,4,4,80,1,9,0,3,19,14,2,13
22,Yes,Travel_Frequently,437,Human Resources,28,4,Medical,1,1193,4,Female,74,4,2,Human Resources,2,Single,12867,14595,5,Y,No,12,2,2,80,1,20,4,1,28,3,12,1
19,Yes,Non-Travel,163,Sales,5,3,Other,1,1194,1,Female,56,2,4,Sales Executive,2,Married,5206,10961,1,Y,Yes,20,1,3,80,2,22,2,4,13,2,3,9
46,No,Travel_Rarely,565,Human Resources,4,2,Life Sciences,1,1195,3,Female,89,4,5,Laboratory Technician,4,Single,4814,14163,8,Y,Yes,22,1,4,80,1,1,1,2,29,13,10,9
27,No,Travel_Rarely,796,Research & Development,2,2,Medical,1,1196,3,Female,80,3,4,Sales Executive,3,Single,1689,19068,0,Y,No,12,2,2,80,0,3,0,3,26,5,6,6
51,No,Travel_Rarely,930,Human Resources,24,4,Technical Degree,1,1197,2,Female,52,4,3,Manager,4,Married,8928,21216,0,Y,No,10,2,2,80,0,28,2,1,21,6,0,1
42,No,Travel_Frequently,1499,Sales,2,1,Life Sciences,1,1198,2,Male,96,1,1,Healthcare Representative,3,Married,18029,16514,4,Y,Yes,19,3,3,80,3,21,5,1,10,12,12,4
26,Yes,Travel_Rarely,820,Human Resources,7,2,Life Sciences,1,1199,4,Female,44,3,4,Sales Executive,2,Single,18763,18999,7,Y,No,22,4,3,80,2,33,2,2,20,19,11,11
51,Yes,Non-Travel,740,Research & Development,22,2,Technical Degree,1,1200,1,Female,84,2,2,Laboratory Technician,2,Single,8670,19904,1,Y,Yes,11,1,1,80,2,5,4,2,23,12,8,6
42,No,Non-Travel,476,Human Resources,3,4,Life Sciences,1,1201,4,Male,40,4,5,Human Resources,2,Divorced,4796,17127,2,Y,Yes,22,1,1,80,0,20,3,4,23,18,9,6
51,Yes,Travel_Rarely,963,Human Resources,23,1,Marketing,1,1202,2,Male,88,4,1,Manufacturing Director,4,Divorced,5065,3125,5,Y,Yes,13,1,1,80,3,20,1,4,2,1,3,11
32,No,Travel_Rarely,1487,Sales,25,4,Other,1,1203,4,Male,34,3,5,Human Resources,4,Divorced,10795,13036,1,Y,No,16,2,4,80,3,0,2,1,6,9,2,5
42,No,Travel_Rarely,156,Research & Development,24,1,Other,1,1204,1,Male,80,2,1,Human Resources,4,Single,9587,21685,1,Y,No,18,2,4,80,1,34,5,2,23,6,0,12
56,No,Travel_Frequently,1191,Sales,24,3,Medical,1,1205,1,Female,42,4,1,Sales Representative,3,Married,4090,18442,0,Y,Yes,21,4,3,80,1,34,5,2,21,18,0,8
52,Yes,Non-Travel,1147,Research & Development,14,2,Medical,1,1206,4,Male,65,3,4,Human Resources,4,Married,4797,22938,3,Y,No,10,3,2,80,2,39,0,1,15,5,4,3
36,Yes,Travel_Frequently,974,Sales,5,2,Medical,1,1207,4,Female,30,1,2,Sales Executive,4,Single,6159,3190,0,Y,No,20,2,1,80,0,19,4,2,2,18,0,10
20,No,Travel_Frequently,1219,Sales,11,3,Marketing,1,1208,4,Female,87,4,3,Healthcare Representative,1,Single,18642,7046,3,Y,No,23,1,4,80,0,34,2,3,9,11,5,14
42,No,Travel_Rarely,962,Research & Development,3,2,Other,1,1209,2,Male,73,1,5,Healthcare Representative,1,Single,5994,19208,4,Y,Yes,17,4,1,80,3,25,0,2,28,5,4,13
54,Yes,Travel_Frequently,411,Sales,11,1,Other,1,1210,4,Female,85,4,3,Healthcare Representative,4,Single,19006,16378,1,Y,No,16,3,4,80,1,25,5,1,5,12,1,4
30,No,Travel_Frequently,428,Research & Development,12,3,Life Sciences,1,1211,4,Male,65,3,5,Sales Representative,2,Married,10833,23308,8,Y,Yes,16,3,2,80,0,35,5,4,0,1,7,3
59,No,Travel_Frequently,303,Human Resources,1,4,Life Sciences,1,1212,4,Male,74,4,4,Human Resources,2,Married,8435,17929,9,Y,No,12,4,3,80,0,8,3,3,15,8,10,5
44,Yes,Travel_Frequently,1238,Sales,1,2,Life Sciences,1,1213,2,Female,57,3,4,Manufacturing Director,1,Divorced,3276,11967,8,Y,Yes,15,1,3,80,2,16,5,4,8,19,11,6
22,No,Travel_Rarely,302,Research & Development,10,1,Other,1,1214,1,Male,44,3,3,Research Scientist,4,Single,11546,7926,0,Y,Yes,10,1,2,80,0,7,2,3,7,16,5,7
33,No,Non-Travel,1388,Human Resources,16,3,Technical Degree,1,1215,2,Male,50,1,3,Healthcare Representative,3,Single,1774,10647,4,Y,No,15,4,1,80,0,6,2,4,2,16,5,4
49,No,Travel_Rarely,1351,Human Resources,4,2,Other,1,1216,1,Male,50,1,3,Human Resources,4,Married,15363,3065,6,Y,Yes,16,2,3,80,3,2,2,2,5,2,3,14
32,Yes,Travel_Frequently,414,Sales,21,2,Technical Degree,1,1217,2,Male,56,3,5,Human Resources,3,Married,7108,15747,5,Y,Yes,16,4,4,80,0,16,5,3,27,9,4,0
18,Yes,Non-Travel,108,Research & Development,6,2,Marketing,1,1218,1,Female,33,3,1,Laboratory Technician,3,Married,8084,23511,7,Y,No,12,2,1,80,0,22,2,3,11,0,6,13
43,Yes,Travel_Frequently,977,Human Resources,9,4,Marketing,1,1219,1,Female,43,2,2,Human Resources,3,Married,5111,22944,3,Y,Yes,15,3,1,80,0,13,0,3,18,0,10,6
56,No,Travel_Rarely,935,Human Resources,26,4,Other,1,1220,4,Female,54,1,4,Research Scientist,1,Married,19978,10421,8,Y,Yes,16,3,4,80,2,24,5,4,1,7,1,14
53,Yes,Travel_Frequently,297,Sales,5,4,Marketing,1,1221,4,Female,36,2,4,Sales Executive,3,Married,17075,21989,3,Y,Yes,23,4,4,80,1,33,2,3,11,0,14,11
30,Yes,Non-Travel,630,Sales,11,4,Other,1,1222,2,Female,36,4,5,Manager,1,Married,9714,15952,3,Y,No,14,3,4,80,2,10,2,1,19,15,0,6
43,No,Travel_Rarely,551,Sales,2,4,Life Sciences,1,1223,4,Female,40,1,2,Research Scientist,4,Married,1151,21403,2,Y,Yes,16,1,1,80,1,11,0,4,26,18,4,11
54,Yes,Travel_Rarely,261,Research & Development,1,2,Technical Degree,1,1224,2,Female,34,1,1,Sales Executive,3,Married,3145,2717,1,Y,Yes,15,1,4,80,0,5,4,4,14,3,6,5
19,No,Travel_Rarely,741,Sales,3,3,Marketing,1,1225,2,Female,39,2,5,Manufacturing Director,1,Married,10302,6354,3,Y,Yes,16,3,2,80,3,10,3,2,15,11,6,9
29,Yes,Non-Travel,161,Research & Development,16,1,Other,1,1226,1,Male,46,3,2,Healthcare Representative,3,Divorced,9340,23392,2,Y,No,17,2,1,80,1,4,1,1,26,18,12,1
25,Yes,Non-Travel,204,Research & Development,21,3,Technical Degree,1,1227,4,Female,51,4,2,Research Scientist,4,Married,6801,17987,7,Y,Yes,11,1,3,80,2,31,4,2,16,15,14,7
55,Yes,Non-Travel,281,Human Resources,11,2,Other,1,1228,3,Female,66,3,4,Sales Representative,4,Single,12050,14114,0,Y,No,24,3,1,80,1,13,5,2,21,12,7,2
36,Yes,Travel_Rarely,1319,Research & Development,18,3,Medical,1,1229,3,Female,82,1,2,Sales Executive,4,Married,9710,10504,7,Y,No,13,2,4,80,3,36,2,3,23,18,11,12
54,No,Travel_Rarely,1488,Sales,4,3,Marketing,1,1230,3,Female,51,2,5,Manager,2,Married,15189,10398,9,Y,Yes,24,4,4,80,0,39,4,1,19,15,11,5
42,Yes,Travel_Frequently,281,Human Resources,28,4,Life Sciences,1,1231,4,Female,69,4,2,Manufacturing Director,4,Married,4502,18337,9,Y,No,15,4,2,80,3,31,5,1,4,0,7,9
56,Yes,Non-Travel,597,Human Resources,22,4,Technical Degree,1,1232,4,Male,81,2,1,Sales Executive,1,Single,5541,6140,5,Y,No,13,3,4,80,3,20,3,1,28,1,9,5
54,No,Travel_Frequently,828,Human Resources,20,4,Marketing,1,1233,1,Female,43,2,4,Human Resources,2,Divorced,13331,23098,8,Y,No,12,4,4,80,1,7,2,3,28,15,14,3
33,Yes,Travel_Frequently,1250,Human Resources,5,4,Technical Degree,1,1234,2,Female,43,2,2,Human Resources,3,Married,4765,4721,7,Y,Yes,19,1,2,80,0,11,0,3,16,16,3,5
47,Yes,Travel_Frequently,384,Sales,12,3,Technical Degree,1,1235,1,Male,90,2,4,Healthcare Representative,4,Divorced,13660,16334,2,Y,No,13,4,2,80,3,17,2,1,10,6,12,3
55,No,Travel_Rarely,1030,Research & Development,22,1,Other,1,1236,1,Male,49,4,4,Sales Executive,2,Single,6895,23369,3,Y,Yes,24,3,2,80,2,15,2,2,19,8,1,2
41,No,Travel_Frequently,498,Human Resources,4,2,Medical,1,1237,1,Male,98,3,2,Manager,1,Married,19920,20775,7,Y,No,15,2,3,80,1,27,4,2,20,0,6,6
26,No,Non-Travel,671,Human Resources,14,1,Other,1,1238,4,Female,94,4,1,Human Resources,4,Married,18188,24789,6,Y,Yes,18,2,2,80,0,31,5,1,27,10,10,6
49,No,Travel_Rarely,478,Human Resources,1,3,Life Sciences,1,1239,3,Female,75,4,5,Human Resources,4,Married,3087,16723,2,Y,Yes,16,2,4,80,3,33,0,4,25,6,12,2
43,Yes,Travel_Rarely,614,Research & Development,2,2,Life Sciences,1,1240,1,Female,94,1,3,Manager,2,Married,19360,5598,2,Y,Yes,19,3,1,80,2,7,3,2,10,2,7,14
54,Yes,Non-Travel,572,Sales,9,3,Other,1,1241,3,Male,93,3,4,Sales Executive,1,Married,14647,12024,3,Y,No,24,1,4,80,3,16,3,2,5,19,11,9
39,Yes,Non-Travel,299,Research & Development,8,4,Other,1,1242,3,Female,59,3,2,Manufacturing Director,3,Divorced,14220,22290,4,Y,Yes,16,4,2,80,3,4,3,4,8,17,14,4
24,No,Non-Travel,655,Human Resources,15,3,Other,1,1243,3,Female,47,3,5,Sales Executive,4,Single,9656,24208,2,Y,Yes,24,2,3,80,2,21,4,4,21,2,0,12
21,Yes,Non-Travel,452,Research & Development,22,1,Other,1,1244,4,Male,81,4,5,Research Scientist,2,Single,13252,18738,8,Y,Yes,16,4,4,80,3,35,5,1,14,4,13,8
51,No,Travel_Frequently,1205,Research & Development,28,3,Medical,1,1245,3,Male,90,4,3,Healthcare Representative,2,Married,10585,21194,5,Y,No,14,4,3,80,3,14,0,2,1,17,7,3
18,Yes,Travel_Rarely,1306,Research & Development,22,1,Marketing,1,1246,1,Female,78,3,1,Research Scientist,1,Single,2777,18092,8,Y,Yes,23,2,3,80,0,32,4,2,15,5,3,12
57,No,Travel_Frequently,963,Sales,21,3,Marketing,1,1247,3,Male,52,3,3,Laboratory Technician,3,Married,9622,19551,2,Y,Yes,19,1,4,80,3,8,0,3,3,13,1,7
20,No,Travel_Frequently,945,Human Resources,28,2,Technical Degree,1,1248,4,Female,73,1,1,Human Resources,4,Divorced,5866,13334,4,Y,Yes,15,4,4,80,2,3,4,3,21,3,9,11
